"Step","visionary-plant-6 - step_crash","visionary-plant-6 - step_crash__MIN","visionary-plant-6 - step_crash__MAX"
"8906","0","0","0"
"8913","0","0","0"
"8920","0","0","0"
"8927","0","0","0"
"8934","0","0","0"
"8941","0","0","0"
"8948","0","0","0"
"8955","0","0","0"
"8962","0","0","0"
"8969","0","0","0"
"8976","0","0","0"
"8983","1","1","1"
"8990","0","0","0"
"8997","0","0","0"
"9004","0","0","0"
"9011","0","0","0"
"9018","0","0","0"
"9025","0","0","0"
"9032","0","0","0"
"9039","0","0","0"
"9046","0","0","0"
"9053","0","0","0"
"9060","0","0","0"
"9067","0","0","0"
"9074","0","0","0"
"9081","0","0","0"
"9088","0","0","0"
"9095","0","0","0"
"9102","0","0","0"
"9109","0","0","0"
"9116","1","1","1"
"9123","0","0","0"
"9130","0","0","0"
"9137","0","0","0"
"9144","0","0","0"
"9151","0","0","0"
"9158","0","0","0"
"9165","0","0","0"
"9172","0","0","0"
"9179","0","0","0"
"9186","0","0","0"
"9193","0","0","0"
"9200","0","0","0"
"9207","0","0","0"
"9214","0","0","0"
"9221","0","0","0"
"9228","0","0","0"
"9235","0","0","0"
"9242","0","0","0"
"9249","0","0","0"
"9256","0","0","0"
"9263","0","0","0"
"9270","0","0","0"
"9277","0","0","0"
"9284","0","0","0"
"9291","0","0","0"
"9298","0","0","0"
"9305","0","0","0"
"9312","0","0","0"
"9319","0","0","0"
"9326","0","0","0"
"9333","0","0","0"
"9340","0","0","0"
"9347","0","0","0"
"9354","0","0","0"
"9361","0","0","0"
"9368","0","0","0"
"9375","0","0","0"
"9382","0","0","0"
"9389","0","0","0"
"9396","0","0","0"
"9403","2","2","2"
"9410","0","0","0"
"9417","0","0","0"
"9424","0","0","0"
"9431","0","0","0"
"9438","0","0","0"
"9445","0","0","0"
"9452","0","0","0"
"9459","0","0","0"
"9466","0","0","0"
"9473","0","0","0"
"9480","0","0","0"
"9487","0","0","0"
"9494","0","0","0"
"9501","0","0","0"
"9508","0","0","0"
"9515","0","0","0"
"9522","0","0","0"
"9529","0","0","0"
"9536","0","0","0"
"9543","0","0","0"
"9550","0","0","0"
"9557","0","0","0"
"9564","0","0","0"
"9571","0","0","0"
"9578","0","0","0"
"9585","0","0","0"
"9592","0","0","0"
"9599","0","0","0"
"9606","0","0","0"
"9613","0","0","0"
"9620","0","0","0"
"9627","0","0","0"
"9634","0","0","0"
"9641","0","0","0"
"9648","0","0","0"
"9655","0","0","0"
"9662","0","0","0"
"9669","0","0","0"
"9676","0","0","0"
"9683","0","0","0"
"9690","0","0","0"
"9697","0","0","0"
"9704","0","0","0"
"9711","0","0","0"
"9718","0","0","0"
"9725","0","0","0"
"9732","0","0","0"
"9739","0","0","0"
"9746","0","0","0"
"9753","0","0","0"
"9760","0","0","0"
"9767","0","0","0"
"9774","0","0","0"
"9781","0","0","0"
"9788","0","0","0"
"9795","0","0","0"
"9802","1","1","1"
"9809","0","0","0"
"9816","0","0","0"
"9823","0","0","0"
"9830","0","0","0"
"9837","0","0","0"
"9844","0","0","0"
"9851","0","0","0"
"9858","0","0","0"
"9865","1","1","1"
"9872","0","0","0"
"9879","0","0","0"
"9894","0","0","0"
"9901","0","0","0"
"9908","0","0","0"
"9915","0","0","0"
"9922","0","0","0"
"9929","0","0","0"
"9936","0","0","0"
"9943","0","0","0"
"9950","0","0","0"
"9957","0","0","0"
"9964","1","1","1"
"9971","0","0","0"
"9978","0","0","0"
"9985","0","0","0"
"9992","0","0","0"
"9999","0","0","0"
"10006","0","0","0"
"10013","0","0","0"
"10020","0","0","0"
"10027","0","0","0"
"10034","0","0","0"
"10041","0","0","0"
"10048","0","0","0"
"10055","0","0","0"
"10062","0","0","0"
"10069","0","0","0"
"10076","0","0","0"
"10083","0","0","0"
"10090","0","0","0"
"10097","0","0","0"
"10104","0","0","0"
"10111","0","0","0"
"10118","0","0","0"
"10125","0","0","0"
"10132","2","2","2"
"10139","0","0","0"
"10146","0","0","0"
"10153","0","0","0"
"10160","0","0","0"
"10167","0","0","0"
"10174","0","0","0"
"10181","0","0","0"
"10188","0","0","0"
"10195","0","0","0"
"10202","0","0","0"
"10209","0","0","0"
"10216","0","0","0"
"10223","0","0","0"
"10230","0","0","0"
"10237","0","0","0"
"10244","0","0","0"
"10251","0","0","0"
"10258","0","0","0"
"10265","0","0","0"
"10272","0","0","0"
"10279","0","0","0"
"10286","0","0","0"
"10293","0","0","0"
"10300","0","0","0"
"10307","0","0","0"
"10314","0","0","0"
"10321","0","0","0"
"10328","0","0","0"
"10335","0","0","0"
"10342","0","0","0"
"10349","0","0","0"
"10356","0","0","0"
"10363","0","0","0"
"10370","0","0","0"
"10377","0","0","0"
"10384","0","0","0"
"10391","0","0","0"
"10398","0","0","0"
"10405","0","0","0"
"10412","0","0","0"
"10419","0","0","0"
"10426","0","0","0"
"10433","0","0","0"
"10440","0","0","0"
"10447","0","0","0"
"10454","0","0","0"
"10461","0","0","0"
"10468","0","0","0"
"10475","0","0","0"
"10482","0","0","0"
"10489","0","0","0"
"10496","0","0","0"
"10503","0","0","0"
"10510","0","0","0"
"10517","0","0","0"
"10524","0","0","0"
"10531","0","0","0"
"10538","0","0","0"
"10545","0","0","0"
"10552","0","0","0"
"10559","0","0","0"
"10566","0","0","0"
"10573","0","0","0"
"10580","1","1","1"
"10587","0","0","0"
"10594","0","0","0"
"10601","0","0","0"
"10608","0","0","0"
"10615","0","0","0"
"10622","0","0","0"
"10629","1","1","1"
"10636","0","0","0"
"10643","0","0","0"
"10650","0","0","0"
"10657","0","0","0"
"10664","0","0","0"
"10671","0","0","0"
"10678","0","0","0"
"10685","0","0","0"
"10692","0","0","0"
"10699","0","0","0"
"10706","0","0","0"
"10713","0","0","0"
"10720","0","0","0"
"10727","0","0","0"
"10734","0","0","0"
"10741","0","0","0"
"10748","0","0","0"
"10755","0","0","0"
"10762","0","0","0"
"10769","0","0","0"
"10776","0","0","0"
"10783","0","0","0"
"10790","0","0","0"
"10797","0","0","0"
"10804","0","0","0"
"10811","0","0","0"
"10818","0","0","0"
"10825","0","0","0"
"10832","0","0","0"
"10839","0","0","0"
"10846","0","0","0"
"10853","0","0","0"
"10868","0","0","0"
"10875","0","0","0"
"10882","0","0","0"
"10889","0","0","0"
"10896","0","0","0"
"10903","0","0","0"
"10910","0","0","0"
"10917","0","0","0"
"10924","0","0","0"
"10931","0","0","0"
"10938","0","0","0"
"10945","0","0","0"
"10952","0","0","0"
"10959","0","0","0"
"10966","0","0","0"
"10973","0","0","0"
"10980","0","0","0"
"10987","0","0","0"
"10994","0","0","0"
"11001","0","0","0"
"11012","0","0","0"
"11019","0","0","0"
"11026","0","0","0"
"11033","0","0","0"
"11040","0","0","0"
"11047","0","0","0"
"11054","0","0","0"
"11061","0","0","0"
"11068","0","0","0"
"11075","0","0","0"
"11082","0","0","0"
"11089","0","0","0"
"11096","0","0","0"
"11103","0","0","0"
"11110","0","0","0"
"11117","0","0","0"
"11124","0","0","0"
"11131","0","0","0"
"11138","0","0","0"
"11145","0","0","0"
"11152","0","0","0"
"11159","0","0","0"
"11166","0","0","0"
"11173","0","0","0"
"11180","1","1","1"
"11187","0","0","0"
"11194","0","0","0"
"11201","0","0","0"
"11208","0","0","0"
"11215","0","0","0"
"11222","0","0","0"
"11229","0","0","0"
"11236","1","1","1"
"11243","0","0","0"
"11250","1","1","1"
"11257","0","0","0"
"11264","0","0","0"
"11271","0","0","0"
"11278","0","0","0"
"11285","0","0","0"
"11292","0","0","0"
"11299","0","0","0"
"11306","0","0","0"
"11313","0","0","0"
"11320","0","0","0"
"11327","0","0","0"
"11334","0","0","0"
"11341","0","0","0"
"11348","0","0","0"
"11355","0","0","0"
"11362","0","0","0"
"11369","0","0","0"
"11376","0","0","0"
"11383","0","0","0"
"11390","0","0","0"
"11397","0","0","0"
"11404","0","0","0"
"11411","0","0","0"
"11418","0","0","0"
"11425","0","0","0"
"11432","0","0","0"
"11439","0","0","0"
"11446","0","0","0"
"11453","0","0","0"
"11460","0","0","0"
"11467","0","0","0"
"11474","0","0","0"
"11481","0","0","0"
"11488","0","0","0"
"11495","0","0","0"
"11502","0","0","0"
"11509","0","0","0"
"11516","0","0","0"
"11523","0","0","0"
"11530","0","0","0"
"11537","0","0","0"
"11544","0","0","0"
"11551","0","0","0"
"11558","0","0","0"
"11565","0","0","0"
"11572","0","0","0"
"11579","1","1","1"
"11586","0","0","0"
"11593","0","0","0"
"11600","0","0","0"
"11607","0","0","0"
"11614","0","0","0"
"11621","0","0","0"
"11628","0","0","0"
"11635","0","0","0"
"11642","0","0","0"
"11649","0","0","0"
"11656","0","0","0"
"11663","0","0","0"
"11670","0","0","0"
"11677","0","0","0"
"11684","0","0","0"
"11691","0","0","0"
"11698","0","0","0"
"11705","0","0","0"
"11712","0","0","0"
"11719","0","0","0"
"11726","0","0","0"
"11733","0","0","0"
"11740","0","0","0"
"11747","0","0","0"
"11754","0","0","0"
"11761","0","0","0"
"11768","0","0","0"
"11775","0","0","0"
"11782","0","0","0"
"11789","0","0","0"
"11796","0","0","0"
"11803","0","0","0"
"11810","0","0","0"
"11817","0","0","0"
"11824","0","0","0"
"11831","0","0","0"
"11838","0","0","0"
"11845","0","0","0"
"11852","0","0","0"
"11859","0","0","0"
"11866","0","0","0"
"11873","0","0","0"
"11880","1","1","1"
"11887","0","0","0"
"11894","0","0","0"
"11901","0","0","0"
"11908","0","0","0"
"11915","0","0","0"
"11922","0","0","0"
"11929","0","0","0"
"11936","0","0","0"
"11943","0","0","0"
"11950","0","0","0"
"11957","0","0","0"
"11964","1","1","1"
"11971","0","0","0"
"11978","0","0","0"
"11985","0","0","0"
"11992","0","0","0"
"11999","0","0","0"
"12006","0","0","0"
"12013","0","0","0"
"12020","0","0","0"
"12027","0","0","0"
"12034","0","0","0"
"12041","0","0","0"
"12048","0","0","0"
"12055","0","0","0"
"12062","1","1","1"
"12069","0","0","0"
"12076","0","0","0"
"12083","0","0","0"
"12090","0","0","0"
"12097","0","0","0"
"12104","0","0","0"
"12111","0","0","0"
"12126","0","0","0"
"12133","0","0","0"
"12140","0","0","0"
"12147","0","0","0"
"12154","0","0","0"
"12161","0","0","0"
"12168","0","0","0"
"12175","0","0","0"
"12182","0","0","0"
"12189","0","0","0"
"12196","0","0","0"
"12203","0","0","0"
"12210","0","0","0"
"12217","0","0","0"
"12224","0","0","0"
"12231","0","0","0"
"12238","1","1","1"
"12245","0","0","0"
"12252","0","0","0"
"12259","0","0","0"
"12266","2","2","2"
"12273","0","0","0"
"12280","0","0","0"
"12287","0","0","0"
"12294","0","0","0"
"12301","0","0","0"
"12308","0","0","0"
"12315","0","0","0"
"12322","0","0","0"
"12329","0","0","0"
"12336","0","0","0"
"12343","0","0","0"
"12350","0","0","0"
"12357","0","0","0"
"12364","0","0","0"
"12371","0","0","0"
"12378","0","0","0"
"12385","0","0","0"
"12392","0","0","0"
"12399","0","0","0"
"12406","0","0","0"
"12413","0","0","0"
"12420","0","0","0"
"12427","0","0","0"
"12434","0","0","0"
"12441","0","0","0"
"12448","0","0","0"
"12455","0","0","0"
"12462","0","0","0"
"12469","0","0","0"
"12476","0","0","0"
"12483","0","0","0"
"12490","0","0","0"
"12497","0","0","0"
"12504","1","1","1"
"12511","0","0","0"
"12518","0","0","0"
"12525","0","0","0"
"12532","0","0","0"
"12539","0","0","0"
"12546","0","0","0"
"12553","0","0","0"
"12560","0","0","0"
"12567","0","0","0"
"12574","0","0","0"
"12581","0","0","0"
"12588","0","0","0"
"12595","0","0","0"
"12602","0","0","0"
"12609","1","1","1"
"12616","0","0","0"
"12623","0","0","0"
"12630","0","0","0"
"12637","0","0","0"
"12644","0","0","0"
"12651","0","0","0"
"12658","0","0","0"
"12665","1","1","1"
"12672","0","0","0"
"12679","0","0","0"
"12686","0","0","0"
"12693","0","0","0"
"12700","0","0","0"
"12707","0","0","0"
"12714","1","1","1"
"12721","0","0","0"
"12728","0","0","0"
"12735","0","0","0"
"12742","0","0","0"
"12749","0","0","0"
"12756","0","0","0"
"12763","0","0","0"
"12770","0","0","0"
"12777","0","0","0"
"12784","1","1","1"
"12791","0","0","0"
"12798","0","0","0"
"12805","0","0","0"
"12812","0","0","0"
"12819","0","0","0"
"12826","0","0","0"
"12833","0","0","0"
"12840","0","0","0"
"12847","0","0","0"
"12854","0","0","0"
"12861","0","0","0"
"12868","0","0","0"
"12875","0","0","0"
"12882","0","0","0"
"12889","0","0","0"
"12896","0","0","0"
"12903","0","0","0"
"12910","0","0","0"
"12917","0","0","0"
"12924","0","0","0"
"12931","0","0","0"
"12938","0","0","0"
"12945","0","0","0"
"12952","0","0","0"
"12959","0","0","0"
"12966","0","0","0"
"12973","0","0","0"
"12980","0","0","0"
"12987","0","0","0"
"12994","0","0","0"
"13001","0","0","0"
"13008","0","0","0"
"13015","0","0","0"
"13022","0","0","0"
"13029","0","0","0"
"13036","0","0","0"
"13043","0","0","0"
"13050","0","0","0"
"13057","0","0","0"
"13064","0","0","0"
"13071","0","0","0"
"13078","0","0","0"
"13085","0","0","0"
"13092","0","0","0"
"13099","0","0","0"
"13106","0","0","0"
"13113","0","0","0"
"13128","0","0","0"
"13135","0","0","0"
"13142","0","0","0"
"13149","0","0","0"
"13156","0","0","0"
"13163","0","0","0"
"13170","0","0","0"
"13177","0","0","0"
"13184","0","0","0"
"13191","0","0","0"
"13198","0","0","0"
"13205","0","0","0"
"13212","0","0","0"
"13219","0","0","0"
"13230","0","0","0"
"13237","0","0","0"
"13244","0","0","0"
"13251","0","0","0"
"13258","0","0","0"
"13265","0","0","0"
"13272","0","0","0"
"13279","0","0","0"
"13286","0","0","0"
"13293","0","0","0"
"13300","0","0","0"
"13307","0","0","0"
"13314","0","0","0"
"13321","0","0","0"
"13328","0","0","0"
"13335","0","0","0"
"13342","0","0","0"
"13349","0","0","0"
"13356","0","0","0"
"13363","0","0","0"
"13370","0","0","0"
"13377","0","0","0"
"13384","0","0","0"
"13391","0","0","0"
"13398","0","0","0"
"13405","0","0","0"
"13412","0","0","0"
"13419","0","0","0"
"13426","0","0","0"
"13433","0","0","0"
"13440","0","0","0"
"13447","0","0","0"
"13454","1","1","1"
"13461","0","0","0"
"13468","0","0","0"
"13475","0","0","0"
"13482","1","1","1"
"13489","0","0","0"
"13496","0","0","0"
"13503","0","0","0"
"13510","0","0","0"
"13517","0","0","0"
"13524","0","0","0"
"13531","0","0","0"
"13538","0","0","0"
"13545","0","0","0"
"13552","0","0","0"
"13559","0","0","0"
"13566","0","0","0"
"13573","0","0","0"
"13580","0","0","0"
"13587","0","0","0"
"13594","0","0","0"
"13601","0","0","0"
"13608","0","0","0"
"13615","0","0","0"
"13622","0","0","0"
"13629","0","0","0"
"13636","0","0","0"
"13643","0","0","0"
"13650","0","0","0"
"13657","0","0","0"
"13664","0","0","0"
"13671","0","0","0"
"13678","0","0","0"
"13685","0","0","0"
"13692","0","0","0"
"13699","1","1","1"
"13706","0","0","0"
"13713","0","0","0"
"13720","0","0","0"
"13727","0","0","0"
"13734","0","0","0"
"13741","0","0","0"
"13748","0","0","0"
"13755","0","0","0"
"13762","0","0","0"
"13769","0","0","0"
"13776","0","0","0"
"13783","0","0","0"
"13790","0","0","0"
"13797","0","0","0"
"13804","0","0","0"
"13811","0","0","0"
"13818","0","0","0"
"13825","0","0","0"
"13832","0","0","0"
"13839","0","0","0"
"13846","0","0","0"
"13853","0","0","0"
"13860","0","0","0"
"13867","0","0","0"
"13874","0","0","0"
"13881","0","0","0"
"13888","0","0","0"
"13895","0","0","0"
"13902","0","0","0"
"13909","0","0","0"
"13916","0","0","0"
"13923","0","0","0"
"13930","0","0","0"
"13937","0","0","0"
"13944","0","0","0"
"13951","0","0","0"
"13958","0","0","0"
"13965","0","0","0"
"13972","0","0","0"
"13979","0","0","0"
"13986","0","0","0"
"13993","0","0","0"
"14000","0","0","0"
"14007","0","0","0"
"14014","0","0","0"
"14021","1","1","1"
"14028","0","0","0"
"14035","0","0","0"
"14042","0","0","0"
"14049","0","0","0"
"14056","0","0","0"
"14063","0","0","0"
"14070","0","0","0"
"14077","0","0","0"
"14084","0","0","0"
"14091","0","0","0"
"14098","0","0","0"
"14105","0","0","0"
"14112","0","0","0"
"14119","0","0","0"
"14126","0","0","0"
"14133","0","0","0"
"14140","0","0","0"
"14147","0","0","0"
"14154","0","0","0"
"14161","0","0","0"
"14168","0","0","0"
"14175","0","0","0"
"14182","0","0","0"
"14189","0","0","0"
"14196","0","0","0"
"14203","0","0","0"
"14210","0","0","0"
"14217","0","0","0"
"14224","0","0","0"
"14231","0","0","0"
"14238","0","0","0"
"14245","0","0","0"
"14252","0","0","0"
"14259","0","0","0"
"14266","0","0","0"
"14273","0","0","0"
"14280","0","0","0"
"14287","0","0","0"
"14294","0","0","0"
"14301","0","0","0"
"14308","0","0","0"
"14315","0","0","0"
"14322","1","1","1"
"14337","0","0","0"
"14344","0","0","0"
"14351","0","0","0"
"14358","0","0","0"
"14365","0","0","0"
"14372","0","0","0"
"14379","0","0","0"
"14386","0","0","0"
"14393","0","0","0"
"14400","0","0","0"
"14407","0","0","0"
"14414","0","0","0"
"14421","0","0","0"
"14428","0","0","0"
"14435","0","0","0"
"14442","0","0","0"
"14449","0","0","0"
"14456","0","0","0"
"14463","0","0","0"
"14470","0","0","0"
"14477","0","0","0"
"14484","0","0","0"
"14491","0","0","0"
"14498","0","0","0"
"14505","0","0","0"
"14512","0","0","0"
"14519","1","1","1"
"14526","0","0","0"
"14533","0","0","0"
"14540","0","0","0"
"14547","0","0","0"
"14554","0","0","0"
"14561","0","0","0"
"14568","0","0","0"
"14575","0","0","0"
"14582","0","0","0"
"14589","0","0","0"
"14596","0","0","0"
"14603","0","0","0"
"14610","0","0","0"
"14617","0","0","0"
"14624","0","0","0"
"14631","0","0","0"
"14638","0","0","0"
"14645","0","0","0"
"14652","0","0","0"
"14659","0","0","0"
"14666","0","0","0"
"14673","0","0","0"
"14680","0","0","0"
"14687","0","0","0"
"14694","0","0","0"
"14701","0","0","0"
"14708","0","0","0"
"14715","1","1","1"
"14722","0","0","0"
"14729","0","0","0"
"14736","0","0","0"
"14743","0","0","0"
"14750","0","0","0"
"14757","0","0","0"
"14764","1","1","1"
"14771","0","0","0"
"14778","0","0","0"
"14785","0","0","0"
"14792","0","0","0"
"14799","0","0","0"
"14806","0","0","0"
"14813","0","0","0"
"14820","0","0","0"
"14827","0","0","0"
"14834","0","0","0"
"14841","0","0","0"
"14848","0","0","0"
"14855","0","0","0"
"14862","0","0","0"
"14869","1","1","1"
"14876","0","0","0"
"14883","0","0","0"
"14890","0","0","0"
"14897","0","0","0"
"14904","0","0","0"
"14911","0","0","0"
"14918","0","0","0"
"14925","0","0","0"
"14932","0","0","0"
"14939","0","0","0"
"14946","0","0","0"
"14953","0","0","0"
"14960","0","0","0"
"14967","1","1","1"
"14974","0","0","0"
"14981","0","0","0"
"14988","0","0","0"
"14995","0","0","0"
"15002","0","0","0"
"15009","0","0","0"
"15016","0","0","0"
"15023","0","0","0"
"15030","0","0","0"
"15037","0","0","0"
"15044","0","0","0"
"15051","0","0","0"
"15058","0","0","0"
"15065","0","0","0"
"15072","0","0","0"
"15079","0","0","0"
"15086","0","0","0"
"15093","0","0","0"
"15100","0","0","0"
"15107","0","0","0"
"15114","0","0","0"
"15121","0","0","0"
"15128","0","0","0"
"15135","0","0","0"
"15142","0","0","0"
"15149","0","0","0"
"15156","0","0","0"
"15163","0","0","0"
"15170","0","0","0"
"15177","0","0","0"
"15184","0","0","0"
"15191","0","0","0"
"15198","0","0","0"
"15205","0","0","0"
"15212","0","0","0"
"15219","0","0","0"
"15226","0","0","0"
"15233","0","0","0"
"15240","0","0","0"
"15247","0","0","0"
"15254","0","0","0"
"15261","0","0","0"
"15268","0","0","0"
"15275","0","0","0"
"15282","0","0","0"
"15289","0","0","0"
"15296","0","0","0"
"15303","0","0","0"
"15310","0","0","0"
"15317","0","0","0"
"15324","0","0","0"
"15331","0","0","0"
"15338","0","0","0"
"15345","0","0","0"
"15352","0","0","0"
"15359","0","0","0"
"15370","0","0","0"
"15385","0","0","0"
"15392","0","0","0"
"15399","0","0","0"
"15406","0","0","0"
"15413","1","1","1"
"15420","0","0","0"
"15427","0","0","0"
"15434","0","0","0"
"15445","0","0","0"
"15452","0","0","0"
"15459","0","0","0"
"15466","0","0","0"
"15473","0","0","0"
"15480","0","0","0"
"15487","1","1","1"
"15494","0","0","0"
"15501","0","0","0"
"15508","0","0","0"
"15515","0","0","0"
"15522","0","0","0"
"15529","0","0","0"
"15536","0","0","0"
"15543","0","0","0"
"15550","0","0","0"
"15557","0","0","0"
"15564","0","0","0"
"15571","0","0","0"
"15578","0","0","0"
"15585","0","0","0"
"15592","0","0","0"
"15599","0","0","0"
"15606","0","0","0"
"15613","0","0","0"
"15620","0","0","0"
"15627","0","0","0"
"15634","0","0","0"
"15641","0","0","0"
"15648","0","0","0"
"15655","0","0","0"
"15662","0","0","0"
"15669","0","0","0"
"15676","0","0","0"
"15683","0","0","0"
"15690","0","0","0"
"15697","0","0","0"
"15704","0","0","0"
"15711","0","0","0"
"15718","0","0","0"
"15725","0","0","0"
"15732","0","0","0"
"15739","0","0","0"
"15746","0","0","0"
"15753","0","0","0"
"15760","0","0","0"
"15767","0","0","0"
"15774","0","0","0"
"15781","0","0","0"
"15788","0","0","0"
"15795","0","0","0"
"15802","0","0","0"
"15809","0","0","0"
"15816","0","0","0"
"15823","0","0","0"
"15830","0","0","0"
"15837","0","0","0"
"15844","0","0","0"
"15851","0","0","0"
"15858","0","0","0"
"15865","0","0","0"
"15872","0","0","0"
"15879","0","0","0"
"15886","0","0","0"
"15893","0","0","0"
"15900","1","1","1"
"15907","0","0","0"
"15914","0","0","0"
"15921","0","0","0"
"15928","0","0","0"
"15935","0","0","0"
"15942","0","0","0"
"15949","0","0","0"
"15956","0","0","0"
"15963","0","0","0"
"15970","0","0","0"
"15977","0","0","0"
"15984","0","0","0"
"15991","0","0","0"
"15998","0","0","0"
"16005","0","0","0"
"16012","0","0","0"
"16019","0","0","0"
"16026","0","0","0"
"16033","0","0","0"
"16040","0","0","0"
"16047","0","0","0"
"16054","0","0","0"
"16061","1","1","1"
"16068","0","0","0"
"16075","0","0","0"
"16082","0","0","0"
"16089","0","0","0"
"16096","0","0","0"
"16103","0","0","0"
"16110","0","0","0"
"16117","0","0","0"
"16124","0","0","0"
"16131","0","0","0"
"16138","0","0","0"
"16145","0","0","0"
"16152","0","0","0"
"16159","0","0","0"
"16166","0","0","0"
"16173","0","0","0"
"16180","0","0","0"
"16187","0","0","0"
"16194","0","0","0"
"16201","0","0","0"
"16208","0","0","0"
"16215","1","1","1"
"16222","0","0","0"
"16229","0","0","0"
